handle,name,age,num_of_tweets,has_profile,has_pic,num_following,num_of_favorites,num_of_lists,num_of_followers
nfconnolly,hinghamneil,3356,242,1,1,890,27,4,294
JustinLeeDoyle,Justin Lee Doyle,2300,3289,1,1,1814,9,37,1656
Samsung_HealthC,Samsung Healthcare,647,112,1,1,622,50,8,539
samsungGAILaxy,G a i l,1621,9400,1,1,180,17147,0,334
TeamFragsters,Fragsters,563,1354,1,1,137,1834,9,1076
Samsungln52a650,Samsung ln52a650,3063,12477,1,1,4677,1,8,4588
jfrydakis,Jason Frydakis,3784,3902,0,1,419,419,35,636
diarmuidmallon,Diarmuid Mallon,3062,818,1,1,1730,79,81,1343
kapildsharma,Kaps,2619,26534,1,1,659,3430,33,603
GlennCameronjr,Glenn Cameron Jr,3082,2756,1,1,280,1530,149,33539
jamesmorrowhes,James-Morrow,2886,4808,1,1,451,3909,24,1057
Poppybead,Rebecca Orleans,2771,19970,1,1,2048,7161,91,1834
ibrahimatlinux,Ibrahim Haddad,2526,1074,1,1,614,78,92,810
lovefone,Lovefone,2620,2012,1,1,260,312,13,838
IGiSkate,IGi Skate,720,901,1,1,161,593,0,751
EthanRasiel,Ethan Rasiel,3136,2272,0,1,747,510,68,1608
Lady_Ada_King,Ada Rose 🏳️‍🌈✨,2495,19554,1,1,397,14910,201,3474
_rmf20,Rasha M. F,3038,590,1,1,591,33,6,348
talhaghannam,A Tweet of Truth,2825,6550,1,1,1260,70,15,997
micorsica,marianne ridgewell,2085,32335,1,1,1817,9272,141,2157
GwanhooLee,Gwanhoo Lee,3112,609,1,1,260,13,28,395
mcdade_jr,Marcus McDade,2370,1709,0,1,320,633,0,511
DjDrapes,DavidDrapes,3047,20974,1,1,638,513,34,1046
kapoorsalil,salil kapoor,2651,3086,0,1,368,85,71,1066
TxTechGooner,Jämës,2760,28845,1,1,886,16,49,1442
JJOnTech,Jeanine Jue,2958,574,1,1,1897,25,64,1759
RealBrianWarner,Brian Warner,900,2696,1,1,320,1343,50,385
ampedbypower,Amped,1549,1761,1,1,694,1045,6,825
scotpoorman,Scot Poorman,2706,44279,0,1,370,164,262,1138
crbazevedo,Carlos R. B. Azevedo,2791,5913,1,1,848,6937,276,1054
calllet,Call Let,3095,15877,0,1,1858,0,19,1413
juano2310,Juan Pablo Risso,3540,715,1,1,306,677,26,1052
mrosenblatt,Michael Rosenblatt,3643,348,0,1,580,37,21,440
ElinWallberg,Elin Wallberg,2192,1419,0,1,730,1273,73,803
LoveToText,Love ToText,3040,68705,1,1,1021,489,57,1005
KevinGilroy,Kevin Gilroy,2612,1015,0,1,633,204,80,1712
samsung_review,Subtitles,2711,44303,0,1,828,0,11,357
janineemoon,Janine Mooney,1067,919,0,1,1685,480,74,1241
JBoishere,Jon Borenstein,1740,5062,0,1,325,4004,17,1181
Galaxy_S6_News,Samsung Galaxy S6,948,2784,1,1,46,0,9,1276
SamsungJackets,Philipp H,2300,264,1,1,464,503,0,78
breaking_fourth,Breaking Fourth,753,547,1,1,1071,536,71,860
GoldenGekko,Golden Gekko,3182,1448,1,1,1596,54,110,1567
panhoong,Whan Woong Kim,3810,1024,1,1,783,170,48,716
int13,int13,3100,596,1,1,242,1,97,941
bomoon,Bo Moon,3087,88,1,1,342,20,13,343
harizh,Harish Krishna,3152,581,1,1,438,74,18,410
TodaysCloseout,Todays Closeout,3208,1405,1,1,1951,0,0,2389
jcnaour,JeanChristophe Naour,3116,3129,1,1,323,208,34,1203
SimlockServer,Steven,2875,734,1,1,378,14,4,1610
campgraham,Campbell Graham,2923,337,1,1,824,50,27,559
SamsungCNC,Samsung Machine Tool,1915,56,1,1,1020,4,5,726
Samsung_Saudi,SamsungSaudi,2118,47237,1,1,44,767,621,696956
PlumpandPretty_,samsung note 7 pussy,2332,144950,1,1,761,28315,30,1968
leahhuyghe,Leah Huyghe,2183,124,1,1,366,519,62,1209
FirstGeekDanny,Danny Baromen,3399,16686,1,1,237,11454,26,503
StefanHeuser,Stefan Heuser,1975,147,0,1,888,60,10,441
rootsamsung,Root Samsung,1495,145,1,1,73,3,0,104
VRfilmsInc,VRfilms.com,1154,371,1,1,398,45,55,1252
PforProduction,P for Production,2347,380,1,1,642,33,25,1607
SamsungRacing,Samsung Racing,974,731,1,1,147,504,3,242
niedzielski,Stephen Niedzielski,3422,668,1,1,808,15,19,222
SingSpaceGame,SingSpace,366,100,1,1,44,15,0,156
drjpierce,Jeff Pierce,3263,1945,1,1,69,0,39,369
eoincruise,Eoin Cruise,3190,1401,1,1,2036,144,5,703
ilovemygear,I Love My Gear,1299,212381,1,1,613,444,2093,2616
samsungmobilemx,Samsung Mobile MX,2719,32769,1,1,1825,2812,601,362256
GilesElectrical,Gerald Giles,1710,1881,0,1,1253,82,24,1536
Updates247ds,Dsmedia24 Official,715,236,1,1,19,42,0,23513
ALL_STOCK,ALL STOCK,2913,39195,1,1,2351,100,19,3625
jooropa,Jang H. Joo (주장훈),3027,5661,1,1,1358,161,53,1422
bosko,Bosko Milekic,3845,1948,1,1,396,211,32,522
jaunlaubscher,Jaun,2109,17634,1,1,655,2001,92,1981
tetrismoar,Teresa 🐰,3322,1661,1,1,598,803,18,528
TinSalamunic,Tin Salamunic,2681,424,1,1,117,166,25,483
FaizanMunawarV,Faizan Munawar Varya,3039,12523,1,1,1294,1151,34,1425
protonpopsicle,Scott Meisburger,1906,685,1,1,161,1900,12,115
AshantiMbanga,ASHANTI MOGOSETSI,1785,2958,1,1,718,1832,10,1331
NobleSon3,Maximilian Orlando,1678,22336,1,1,4102,17690,84,6847
TravisWarren8,Travis Warren,1509,952,0,1,395,1833,13,447
iToysSA,iToys,1629,951,1,1,2368,141,18,3299
DanielleSTalent,Danielle Warren,2069,2382,1,1,1062,39,18,804
zesty_tech,Zesty Tech News,547,36475,0,1,1773,35362,590,3611
greggoski,Gregg Ostrowski,3092,1296,0,1,349,52,49,763
instantremedy,Albert Jin,3025,11108,1,1,785,13,96,1235
TabletsUnder100,Tablets Under 100,947,53,1,1,202,2460,1,569
joedavisdev,Joe Davis,2689,1930,1,1,801,577,26,482
wgraylin,Will Graylin,2924,299,0,1,133,99,40,1175
AmponsemJoshua,Joshua Amponsem,1918,15628,1,1,1603,2682,196,2251
SamsungHVAC,Samsung AC,1884,61,1,1,257,0,6,1130
Medalist02,9iceboy #rep#Samsung,1615,151112,1,1,345,155,50,561
myappliance365,Repair My Appliance™,1911,1408,1,1,2850,218,29,4323
DavidGlaubke,David Glaubke,3396,809,0,1,632,354,32,565
dadslanding,Derek Wilmot,2570,657,1,1,1227,164,76,985
jungkees,Jungkee Song,2676,381,1,1,251,651,13,309
SamsungHealthUS,Samsung NeuroLogica,798,384,1,1,92,83,14,292
Samsung_News_,Samsungmobile.News,479,756,0,1,54,1457,5,264
Androidnauts,Androidnauts,1784,96,1,1,528,0,4,470
SamsungGlassNew,Samsung Glass News,1325,4807,0,1,1819,0,2,1182
maddielamp,Madison Lampert,2335,319,1,1,723,176,4,333
marcossouza,Marcos Souza,3104,1654,1,1,360,61,20,431
badaBlogItalia,badaBlog.it,3121,1360,1,1,133,1,12,649
SamsungPrincess,SamsungPrincess,908,642,0,1,1398,403,8,631
ranjidavid,Ranji David,3117,1988,1,1,515,211,30,734
MattJ0lly,Matt Jolly,2766,1902,1,1,1012,2902,8,1176
TwistyRide,TwistyRide.com,2672,151,1,1,1417,10,37,1642
tech_tarheel,Megan Pollock,2964,256,1,1,311,115,15,329
SallyVernon,Sally Vernon,3125,623,1,1,968,361,9,400
SulySuleiman,Mo.suleiman1,2452,3313,1,1,203,37,0,676
Joeyetta,AliciaMatildaLubrani,2482,718,0,1,191,1736,12,266
SamsungFR,Samsung FR,2759,49082,1,1,861,3570,516,181309
SamsungPolska,#GalaxyNote8,2556,26692,1,1,389,3743,236,178508
SamsungMobileCO,Samsung Mobile Co,2978,29986,1,1,1995,2533,340,330415
KerenSchwartz2,Nerdy Nurse,1353,2173,0,1,2128,7557,26,2621
mohamadtweets,Mohamad Charafeddine,2398,871,0,1,608,613,48,361
danbrewerton,Daniel Brewerton,2330,2966,1,1,994,1350,37,1202
morgsft,Morgan Evans,3047,340,0,1,582,14,16,425
changepas39,Nick,1815,8167,1,1,451,8114,18,2841
blue13x,Devin B.,3098,7791,1,1,510,14,32,783
MetaverseOne,Damon H,1269,2203,1,1,226,630,189,769
asnowhite,Andrew Snowhite,3059,522,0,1,274,10,7,287
wellbeingexecs,Mark Mitchinson,928,435,1,1,445,283,28,612
chadswanzy,Chad Swanzy,3152,6802,1,1,904,53,100,1557
samsuxxs,SamsungTellsTheTruth,1094,658,0,1,18,191,11,359
jurhyu,Ju Rhyu,3207,2106,1,1,558,728,21,454
testalways,Eusebiu Blindu,2646,14672,1,1,879,987,82,1601
giorgiobaglio,Giorgio Baglio,3051,885,1,1,2168,169,41,473
khoshgozaran,Ali Khoshgozaran,2227,1245,0,1,711,859,87,867
caweena,Carina Ngai,3712,2738,1,1,128,359,64,541
ryfernandez,Ryan Fernandez,3083,827,1,1,205,2281,10,196
SamsungCarons,Caron Wheeler,1539,2435,0,1,1628,2761,3,323
gist360,gist360,2230,20027,1,1,3144,1,19,5635
ArthurFlam,Arthur Flam,1623,1501,1,1,468,23930,84,740
Faeli42,Oldřich Mahdal,681,48,1,1,168,69,1,286
samsung284,Rachel Samson,3078,2258,1,1,224,144,1,142
SamsungHonda,Samsung Honda,1241,655,1,1,24,630,2,69
DanForsley,Dan Forsley,2977,2397,1,1,19,1169,13,128
smidge,Alexander Metz,3628,3104,1,1,133,276,65,252
SamsungCameroon,Samsung Cameroon,1642,564,0,1,819,98,1,313
alberto02gonzal,Alberto,2349,122533,1,1,1831,0,62,1577
IamLizzie,Lizzie Ferdinando 👻,3149,10620,1,1,1452,3050,23,503
IGanaPremios,Gana Celulares,2140,70454,1,1,142,243,5,5305
SamsungTechEU,SamsungTechEU,526,1703,1,1,1368,3462,25,302
andreapicchi,Andrea Picchi,3102,8510,0,1,739,957,228,1349
Jenniferlochan,Jennifer Lo Chan,2132,1685,1,1,640,630,81,736
RaduAcsinia,Acsinia Radu,3083,1841,1,1,1237,55,33,645
jswattonjue,Jeanine Jue,3259,746,1,1,416,20,51,607
chengluo,Cheng Luo | 罗成,3093,1104,1,1,258,11,26,421
NikolaosB,Nikos Bartzoulianos,3065,730,0,1,1257,660,9,1074
thePGHSNOW,SNOW,2028,4743,1,1,2343,6123,3,470
scottwbarrow,Scott Barrow,3089,2497,1,1,227,157,14,273
NimansSamsung,Chris Hopkins,1459,151,0,1,978,90,2,356
FSIstores,Samsung,748,377,0,1,552,12,0,457
IPACA_Samsung,IPACA_Samsung,1464,380,1,1,49,0,3,187
SMITTENLA,Smitten,2989,417,1,1,285,90,11,599
JordanMGs,JordanMG,1210,15472,1,1,576,24267,5,605
cheru2,Shiny Yoo,2743,6242,1,1,238,1483,59,318
BuyNCell_,BuyNCell,2240,305,1,1,1490,17,3,2267
MattAlesevich,Matt Alesevich,1495,304,0,1,66,405,55,574
Mami_Samsung,Rissa Annette,2923,2456,1,1,454,2392,3,255
eccomi_leah,Leah Petersen,731,458,1,1,494,708,51,277
armthethinker,Andrew R McHugh,2582,2787,1,1,1669,885,60,862
sami_circles,SamSung,2143,3915,1,1,762,2817,1,148
djinnequip,samsung jumpin,1077,8702,0,1,205,53,3,215
KyasiMarketing,Kyasi,1626,6899,1,1,2146,12,29,3584
only_arash,ONLY_ARASH COMMUNITY,2347,17506,1,1,424,56592,85,915
dustinwish,dustinwish,3586,2824,1,1,1888,2347,76,610
TandemPictures,Tandem Pictures,1570,91,1,1,94,18,2,160
WoodSamsung47p,Kim Wood,1343,4663,1,1,268,398,20,328
Voiceoverbird,Sara Starling,2439,2900,1,1,1541,1635,48,1027
Moxie_Sourcer,Teresa R. Bustamante,3276,1051,1,1,551,59,78,1188
PortableOne,Portable One,3044,9750,1,1,1937,30,20,1622
askfelix,felix adewoye,3523,1505,1,1,1125,109,26,1169
GSMsolutionsIRL,GSMsolutions.ie,1954,5334,1,1,2418,1473,38,1637
smbanalyst,Art Bailey,3014,1077,1,1,537,532,47,287
AleyneJ,Aleyne Johnson,2697,205,0,1,341,291,7,212
Rayintosh,Optimist Prime,3066,13795,1,1,253,9390,5,350
mbonpain,Max Bonpain,3013,1332,0,1,1998,60,25,710
TaylorMHoll,Taylor Holland,1172,183,0,1,42,2,23,200
AthensiPhones,Athens iPhone Repair,1579,1429,0,1,1022,486,5,1301
Illyolypoly,Ileana Polycarpou,2365,6958,1,1,497,219,4,404
iDeXteriiiiity,•z̲ƊüҡєՇiiz̲⁶• 💎,1104,7504,0,1,35072,61424,27,36516
WalkerScotty,Scott Walker,1803,1744,1,1,1655,1174,9,17859
mattar,marcelomattar,3439,4447,1,1,433,46,6,330
TiffanySamsung,Tiffany Daughtry,1395,107,0,1,159,290,0,219
wonny1e,Wonny Lee,3049,406,1,1,199,480,6,145
billralston,Bill Ralston,3297,2252,1,1,1160,2,17,312
RolandLombi,Roland Lombi,2816,53369,1,1,510,719,19,1407
eochell,"Marcelly Susanti, ST",2888,27011,1,1,485,5,6,970
samsungs7edge4,Samsung S7 EDGE,387,16,0,1,775,0,1,950
atul03jain,Atul Jain,2787,121,0,1,47,30,8,794
inbaelee,inbae lee,3393,13,1,1,189,77,8,280
iAMry3,ry3,2379,3454,0,1,1884,4,6,453
junorae,Juno Rae,2696,470,1,1,404,171,33,449
edvaldez8888,Ed Valdez,3082,11727,1,1,14421,1482,1612,15462
howardnuk,Howard Nuk,2365,337,1,1,89,16,21,345
seohyo117,hyojung seo,2760,707,1,1,353,1050,11,244
dariusabdi,Omar Abdillah,2950,11265,1,1,460,28,16,624
ecase_gr,ecase.gr,2135,2651,1,1,4146,264,2,7323
Dagueto,Dagoberto Martínez,2921,8980,1,1,1733,2954,18,528
Ramanjeet,Ramanjeet S Mac,3142,604,1,1,564,22,10,378
WeGoVR,WeGoVR,1221,35,0,1,174,6,21,515
Mimeocase,#CMT,2100,4546,1,1,821,236,0,637
staciehibino,stacie hibino,3123,538,0,1,284,13,25,240
nickmilne,Nick Milne,3152,1235,1,1,1126,41,15,505
GalaxySkin,Galaxy Skin,2139,91960,0,1,134,18,98,1162
SamsungARTIK,SamsungARTIK,518,60,1,1,13,37,9,145
cheapmobilesell,Mobile Phone Deals,1203,13615,1,1,2069,1,74,1687
SmartWatchesNow,Smart Watches Now,1420,11126,1,1,364,147,62,1288
alanho12,Alan Ho,3006,384,1,1,393,202,11,247
dwoollard,David Woollard,3010,20,0,1,141,4,4,83
Rize_Bizkit,Theo Bizkit Molling,3055,8835,1,1,562,3682,16,630
lucky_royal,Royal George,2811,4110,1,1,1133,465,6,299
JBlackSamsung,Josh Blackmon,921,267,0,1,44,668,1,124
SamsungHallaxy,Sam Hall,1687,1759,1,1,285,7553,2,233
nader_nanjiani,Nader Nanjiani,3137,791,0,1,1171,283,64,1110
carolinewalker1,Caroline Walker,3404,1618,1,1,980,1950,53,688
reyverdejo,Reynaldo Verdejo,2809,1067,0,1,588,517,18,286
peb7268,Paul Barrick,3439,3607,1,1,232,895,39,287
abshah1234,Alok Shah,3053,684,0,1,496,142,19,325
kikstwitt,Enrique C.,3061,3029,1,1,893,800,38,577
Samsung_PK,Samsung Pakistan,1497,58,0,1,1,10,0,486
Aviation_Andy,Andy ✈️,1386,733,0,1,722,563,7,475
ilyasadwi,ilyasa,2010,45174,1,1,688,1078,0,814
maneeshsahu,Maneesh Sahu,3417,1808,1,1,105,1021,33,244
DerekWilmot,Derek Wilmot,3165,9199,1,1,3481,554,272,3149
RODCAINcom,RodCain,1711,1438,1,1,1131,21163,51,573
BigSwedeStudios,Big Swede,2761,732,1,1,380,176,10,348
theiphoneguyau,The iPhone Guy,2080,1475,0,1,398,1,0,769
spr_test201,Samsung US,1507,411,0,1,4,4,0,12
il_pans,Roberto Pansolli,3136,1113,1,1,428,571,15,343
carriemaslen,carrie maslen,1926,6543,1,1,4837,396,521,5265
SamsungTVKorea,Samsung TV Korea,2579,3329,1,1,26998,27,223,43615
natlamont,Natalie Lamont,3147,200,1,1,852,13,6,270
devrelKNOX,williamv,1984,643,1,1,1082,1,9,762
octavianaputeri,O.P.P.,2491,12068,1,1,252,106,6,363
nicolab75,Nicola,2412,2253,1,1,603,2522,14,630
Dugardcom,Dugard.com,1961,599,1,1,506,46,17,1124
GalaxyS2Roms,GalaxyS2Roms,2093,2877,0,1,106,1,21,1086
mattinteractive,Matt Thomas,2586,1779,1,1,170,286,42,357
UnlockFusion,Unlock Fusion,1735,36850,1,1,15,19,67,1463
jaytothejones,Jay,2850,36221,1,1,577,2827,15,804
edwintalsma,Edwin Talsma,3123,5508,1,1,184,2321,7,156
mariospr,Mario Sanchez Prada,2830,2082,1,1,152,537,18,306
Abrams981,Ed Abrams,3102,2852,0,1,145,17,74,686
therealSpiky,Kobby Spiky,3017,6390,1,1,1941,218,28,1960
MNMobileGuy,MN Mobile Guy,1975,4327,1,1,1942,70,7,1305
KavehVahdat,Kaveh Vahdat,3328,167,0,1,367,27,54,6251
CEdgeCases,Cutting Edge Cases,627,1760,0,1,8552,582,12,9685
pycou,Pierre Couteau,3118,95,1,1,118,28,5,131
aimans_3,Aiman,1289,5282,1,1,659,2404,12,900
MrSamUllah,The Only Keyser khan,1492,943,1,1,129,280,9,2555
xcontinental,2 Continents 1 Race,2011,105,1,1,69,13,2,205
APE254,⚡TH3 TRIPL3 THR3AT⚡,2042,14502,1,1,12045,2400,24,14046
mamjed,Mohsin Amjed,3258,8440,1,1,303,219,24,375
magic_tech_rev,Magic Tech Review,852,12544,1,1,1208,3276,73,2511
lillian_brown,Lillian Brown,3112,1005,1,1,343,227,20,244
KabralPinto,BILL COLLINS MALIK,909,12243,0,1,1855,3026,21,2266
samsungupdate0,samsung galaxy grand,113,95,0,1,1740,504,0,431
MalcaideCR,Martín Alcaide,2341,5024,1,1,213,3105,48,38047
followsampson,SamSung,2703,1484,1,1,993,31,7,289
lotushunter,Lotus Hunter,2802,1439,0,1,694,79,28,526
imagex_media,ImageX,3144,2530,1,1,2645,789,256,3008
IamReminsce,#BABAHAFUSA,2097,6677,1,1,2665,4,8,3735
_R1skItAll,Damian,2738,5303,1,1,791,1472,12,390
nckdwsn,Nick Dawson,3011,1781,1,1,301,4,11,396
samsung_keys,thelovely,30,475,0,1,246,176,0,76
vitorviesi,Vitor Fernandes,2955,1617,1,1,421,70,5,172
NickiWickiWoo,Nicki Elizabeth,3022,8936,1,1,407,823,13,363
araseli_samsung,Araseli,2283,3195,0,1,130,822,2,224
TrantelLtd,Transtel,2205,1338,1,1,520,63,7,423
TheDapperBro,Muriuki Kagiri,2375,1110,1,1,673,447,12,1760
mallettx,XFrayedMentalityX,3430,6737,1,1,1533,18,11,244
Kaushamvisingh1,jiyana Samsung 💋,358,80,0,1,1208,145,3,347
vimon2,Samsung,2192,1165,0,1,2222,211,2,392
SamsungS8Bot,Samsung Galaxy S8,164,3967,0,1,21,6,0,365
riverformosa,Rio,3833,1378,1,1,169,244,8,190
solerwindiaz,Sol Erwin Diaz,3014,3666,1,1,1819,101,19,1001
drewriot,Drew,3053,3887,1,1,83,1838,14,573
adriansomoza,Adrián Somoza,2019,930,1,1,228,1149,75,446
Free3DTV,Prize Director,2426,170,1,1,1230,0,10,1332
Synctooth,Synctooth Technology,1666,21457,1,1,784,85,18,357
NinjaQris,Christian@Borjon,3107,508,1,1,388,2763,5,10328
MSEWLAN,Samsung Ent. WLAN,478,686,0,1,2655,47,27,2890
CNXNSamsung,Connection Samsung,589,801,1,1,182,17,73,145
adilaliyev,Adil Aliyev,3066,1051,1,1,53,22,0,535
Vanerpaddel,Stefan V,1392,1451,1,1,620,421,14,629
SamsungGamerYT,Brandon Conner(SGYT),1363,1140,1,1,657,147,3,506
anandarora5,SAKSHI ARORA,2045,61,1,1,67,29,0,77
ZwegelHet,zwegel het hondje,951,2849,0,1,1028,552,95,943
Jimelliott70,Jim Elliott,3062,204,0,1,93,48,25,271
ReBuke78,Michael english,3116,1068,1,1,1065,36,21,439
SolusGames1,Solus Games,429,230,0,1,1178,2441,28,1196
32ndShop,32ndShop Phone Cases,1606,2573,1,1,1717,1028,25,1557
GallantAirCon,Gallant Aircon,2405,1718,1,1,1072,77,14,1503
samsunggeeks,Samsung Geeks,2168,487,0,1,64,1,7,208
s1mon87,Simon,2910,15263,1,1,1876,3933,22,779
ShulgaAlexey,Shulga Alexey,2172,2262,1,1,373,84,47,192
Dearneman,Jon Horner ❄️,2688,7011,1,1,895,8682,40,809
suhailjiwani,Suhail Jiwani,3207,157,1,1,94,14,11,177
marvst,Stephen Marvin,3097,493,0,1,284,217,1,90
singsangjisung_,sam,1105,45736,1,1,809,24473,20,1613
TheDailyNoteNet,The Daily Note,1758,297,1,1,76,3,31,1377
tlumessiah,Jonas Gustavsson,2657,527,1,1,5,1830,16,186
sureshjay,Suresh Jayaraju,3005,31,1,1,0,0,2,194
DannyMandrides,Danny Mandrides,3109,1605,0,1,1077,22,19,454
MisCarrieBaby,Carrie de Swardt,2948,1260,0,1,490,1398,2,161
sebderhy,Sébastien Derhy,1694,443,0,1,174,684,18,200
tutienda_ve,www.tu-tienda.com.ve,2361,1043,1,1,1754,68,21,2052
styumich,Saurabh Tyagi,2989,1686,1,1,223,227,189,327
Piesang,#AndroidFreak,3217,20262,1,1,57,652,31,719
SexyGadgetTech,Smart Cool Tech ⭕,1333,3356,1,1,63,1612,26,1269
SamsungSuomi,Samsung Suomi,2466,2799,1,1,334,451,95,33494
michaelfulton0,Michael Fulton,1093,762,1,1,47,804,36,875
code012,Over 9000,3127,1440,1,1,67,123,35,1017
Smartphone_G,Smartphone_Guru 🇺,1224,1142,1,1,136,333,6,364
michael_clark_I,Argenta Consulting,3300,677,0,1,1343,14,3,1301
MedusaBox,Medusa Box,2377,303,1,1,24,0,1,1677
abouraul,ramzi tarcha,2795,21181,1,1,1282,4509,17,407
opheliayeung,Ophelia Yeung,2313,555,1,1,204,36,20,244
DreyRaikkonen,Christian Drey ™,2562,150794,1,1,261,16,35,963
kshik5,Keith,2472,895,0,1,2119,41,4,801
SoMaSDF1,Jorge Furuya,2724,359,0,1,97,259,13,231
JamieJMalcolm,Jamie Malcolm,3044,526,1,1,398,7,16,305
DinaMaria_R,Dina Guttensohn,2256,771,0,1,731,329,26,449
stuckwith3,Erica Yu-B,2397,7317,1,1,1832,1057,2,255
mblast76,Ray Park,2825,10570,1,1,322,18,24,265
mohammedfaadil,Mohammed Faadil,2630,4872,0,1,904,523,19,634
TrixieinDixie,Patrice M Christian,3107,3475,1,1,1260,133,19,513
candreatos,Cindy G Andreatos,3708,1942,1,1,2171,73,27,704
danniphu,Danni Hu,3164,694,1,1,786,146,17,193
fanta258,Adam Blackburn,2564,799,1,1,683,775,13,395
ofLal0,☼,2183,8218,1,1,2144,289,4,1823
PottersHD,Potters Home Digital,2970,1211,1,1,771,11,9,869
RokformBiking,RokformUK,1295,545,1,1,461,122,6,667
_JacobRuiz,Jacob Ruiz,2173,435,1,1,878,671,29,435
GsmguruNet,GsmGuru.net,646,647,1,1,683,47,1,1423
AunlockSCom,AunlockS.Com,1010,478,1,1,58,36,4,1740
newshopcom,newshopcom,799,3268,1,1,933,7,9,2743
OnYourCaseStore,Jenn,2086,1336,1,1,1049,98,21,1077
